"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"2179";"https://sinobas.aemet.es/index.php?pag=detal&rep=2179";"egarciat";"AEMET";"2025-10-29";"09:00";"+/- 15 minutos";"2025-12-15";"Tornado / Tromba Marina";"Alta";"37.199";"-7.326";"3";"Huelva";"Isla Cristina";"C. Conde Vallellano, 64B, 21410 Isla Cristina, Huelva, España";"21410";"En la mañana del 29 de octubre de 2025 se formó un Sistema Convectivo de Mesoscala en el sur de Portugal, que se fue desplazando al E, afectando a la provincia de Huelva. En concreto en Isla Cristina se produjeron vientos muy fuertes y lluvias muy intensas que provocaron daños y anegaciones en numerosos puntos.";"En la mañana del 29 de octubre de 2025 se formó un sistema convectivo muy activo en la costa sur de Portugal, que se fue desarrollando y desplazando al E, penetrando en la provincia de Huelva, donde dejó lluvias torrenciales y vientos muy fuertes en numerosos lugares. En superficie se observa una pequeña baja con fuerte gradiente de presión, un frente cálido y una línea de inestabilidad, situación que determinaba gran inestabilidad mecánica y térmica, que junto con la intensa cizalladura vertical es compatible con la convección organizada, y favorable a la posible formación de tornados. En las imágenes de satélite se observan grandes desarrollos convectivos, y en las de radar altas reflectividades y topes elevados, con bastante actividad eléctrica. Hacia las 9 h, en Isla Cristina se observa un aumento del viento y una intensificación de la precipitación y de las descargas eléctricas. La cercana estación meteorológica de Ayamonte muestra registros consistentes con el paso de un sistema convectivo, pero que no pueden justificar los daños observados en Isla Cristina, por lo que estos debieron estar asociados a algún fenómeno de viento convectivo de carácter local. Es probable que hacia las 9 h, un tornado con vientos en torno a los 150 Km/h produjera los daños observados en Isla Cristina.";"NO";"NO";"Levantamiento de techado de quiosco, árboles caídos, cable eléctrico en la vía, poste de alta tensión caído, así como muros y placas solares.";"Varios árboles caídos.";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"Tornado";"1";"";"EF1: 138-178 km/h";"SD";"";"No";"1";"SD";"Lluvia fuerte, Tormenta";"Entre 1 y 2 km";"SD";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2180";"https://sinobas.aemet.es/index.php?pag=detal&rep=2180";"TiempoIlicitano";"";"2025-12-16";"15:25";"+/- 1 minuto";"2025-12-17";"Tuba";"Alta";"38.258";"-0.708";"72";"Alicante";"Elx";"Carrer del Capità Antoni Mena, 133, 03204 Elx, Alicante, España";"03204";"Norte del término municipal de Elche, visto desde el barrio del Pla-Sector V";"En la tarde del 15/12/2024 existía gran inestabilidad en la atmósfera junto a una situación muy adversa, con importantes desarrollos verticales de la nubosidad. Hacia las 15:24 horas, tras el gran desarrollo vertical de una nube tormentosa, comienza a descender en forma de rotación vapor de agua y agua líquida, dando lugar a la tuba.";"NO";"NO";"-";"-";"0";"0";"0";"Testigo del evento";"";"1";"";"";"";"";"";"";"4 minutos";"Sin Precipitación, Tormenta";"";"";"";"";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2181";"https://sinobas.aemet.es/index.php?pag=detal&rep=2181";"ProyectoMastral";"AMETSE";"2025-12-17";"13:50";"+/- 5 minutos";"2025-12-17";"Tornado / Tromba Marina";"Alta";"37.927";"-0.721";"0";"Alicante";"Orihuela";"C. la Marina, 22, 03189 Orihuela, Alicante, España";"03189";"Manga marina divisada desde la costa de Torrevieja y Orihuela Costa.";"Sobre las 13:53 horas se pudo divisar una manga marina desde la costa de Torrevieja y Orihuela Costa. Desde Torrevieja no se percibía el contacto con el agua, pero en el vídeo desde Orihuela Costa se ve perfectamente como llega a tocar el agua.";"NO";"NO";"Ninguno";"Ninguno";"0";"0";"0";"Informado por un testigo del evento, Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"5 minutos";"Sin Precipitación";"SD";"SD";"SD";"noreste a suroeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2182";"https://sinobas.aemet.es/index.php?pag=detal&rep=2182";"MeteOrihuela";"FrostSE";"2025-12-17";"13:50";"+/- 5 minutos";"2025-12-18";"Tornado / Tromba Marina";"Media";"37.770";"-0.816";"1";"Murcia";"Los Alcázares";"Cam. al Camping Mar Menor, 2651, 30730 Los Alcázares, Murcia, España";"30730";"Desde el Camping Mar Menor, entre Los Narejos y Santiago de la Ribera, con excelentes vistas hacia La Manga del Mar Menor.";"Configuración atmosférica con un flujo muy marcado de este-noreste a oeste-suroeste, aportando humedad, dando lugar a la formación de núcleos de precipitación en alta mar que fueron penetrando a tierra con el paso de las horas. En torno a las 13:50 hora local, se observa en el radar meteorológico de Murcia reflectividades de hasta 48 dBZ frente a la costa norte del Mar Menor, pudiendo estar asociadas a la formación de la tromba o manga marina a la que se hace alusión en este reporte.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Fotos o videos del evento, Informe por un aficionado entrenado";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"5 minutos";"Lluvia ligera o moderada";"SD";"SD";"SD";"noreste a suroeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2183";"https://sinobas.aemet.es/index.php?pag=detal&rep=2183";"oierseoanerubio";"";"2025-11-25";"01:30";"+/- 5 minutos";"2025-12-18";"Granizada Singular";"Baja";"43.190";"-2.053";"55";"Gipuzkoa";"Villabona";"Kale Berria, 11, 20150 Villabona, Gipuzkoa, España";"20150";"Villabona, Gipuzkoa, País Vasco, España";"Debido a una entrada marítimo - polar y a una temperatura del mar Cantabrico anormalmente alta, daba lugar a un contraste muy marcado y a una mayor peligrosidad de fuertes precipitaciones. Los chubascos convectivos se fueron generalizando durante toda la jornada, siendo estos más frecuentes e intensos por la noche, cuando sucedió el fenómeno. Durante la 1:00 de la mañana se forma una tormenta sobre el Cantabrico Oriental a pocos kilómetros de la costa entre Zarauz y San Sebastián que se desplaza de NW-SE, al entrar al interior sufre una explosión convectiva, dejando algunas descargas eléctricas entre Villabona y Zizurkil, el chubascos afectó a la zona durante varios minutos y se regeneró dando lugar a precipitaciones persistentes en forma de granizo. En total se acumularon 8,2 l/M2 según la estación de Euskalmet, precipitación que fue en forma de lluvia y granizo.";"NO";"NO";"Accidente en la A-1 dirección Irún";"Algunas ramas rotas y una crecida del río Oria como consecuencia de las fuertes precipitaciones.";"0";"0";"0";"Testigo del evento, Testigo de los daños, Informado por un testigo del evento, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"15 minutos";"";"";"";"";"";"";"";"Entre 0,5 y 1";"Entre 0,5 y 1";"SD";"2";"Hielo claro";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2184";"https://sinobas.aemet.es/index.php?pag=detal&rep=2184";"GDStudios";"";"2025-12-24";"15:00";"+/- 6 horas";"2025-12-24";"Granizada Singular";"Alta";"36.724";"-4.258";"70";"Málaga";"Rincón de la Victoria";"Diseminado Diseminados, 730, 29738 Rincón de la Victoria, Málaga, España";"29738";"Esta granizada se ha producido en el Rincón de la Victoria, Benagalbón, Cajiz, Benajarafe, Chilches, Algarrobo, Torre del Mar, Vélez Málaga, Almayate, Caleta de Vélez, Mezquitilla, Lagos, La Viñuela, y el resto de la Axarquía por el sur";"El fenómeno se produjo sobre la hora de comer, con una humedad muy elevada, el Rocío de la mañana nivelado con la temperatura y una pequeña dosis de energía de convecividad fue suficiente para desatar una corriente ascendente sobre las 14:30 de la tarde, identifiqué una tormenta de carácter “estático“ hasta que a las 15:00 empezó a tomar rumbo hacia el este de manera diagonal lentamente, Afectando a Vélez-Málaga a las 15:30 - 16:00, el primer núcleo muere absorbido por otra nube convectiva mar a dentro, que posteriormente afectó a Nerja, y se adentró en la costa granadina";"NO";"NO";"puertas atascadas, por el momento no sabemos más";"se desconoce";"";"";"";"Testigo del evento, Testigo de los daños, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"120 minutos";"";"";"";"";"";"";"";"Entre 2 y 3";"Entre 0,5 y 1";"SD";"2";"Hielo claro";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2185";"https://sinobas.aemet.es/index.php?pag=detal&rep=2185";"MeteOrihuela";"FrostSE";"2025-12-28";"17:50";"+/- 5 minutos";"2025-12-30";"Tornado / Tromba Marina";"Alta";"37.564";"-1.257";"2";"Murcia";"Puerto de Mazarrón";"Pl. Comunidades Autonomas, 2, 30860 Puerto de Mazarrón, Murcia, España";"30860";"Muelle e instalaciones portuarias de Puerto de Mazarrón";"Minutos antes de las 17:30 h una tormenta fue ganando entidad de manera muy significativa frente a la costa de Mazarrón (Murcia), adentrándose a tierra con reflectividades de hasta 60 dBZ minutos antes de las 18:00 h, siendo una señal inequívoca de fenómenos severos. Hay personas que aseguran haber identificado hasta 6 mangas o trombas marinas de forma simultánea en la lejanía. En cambio, otras solo vieron 4. De cualquier forma, uno de esos vórtices llegó a las instalaciones portuarias del Puerto de Mazarrón, arrasando con todo lo que encontraba a su paso.";"NO";"NO";"Daños en al menos un vehículo, decenas de embarcaciones, almacén, muro del muelle pesquero, comercios y establecimientos ubicados en el paseo marítimo, cartelería, farolas, enrejados, mástiles, casetas...";"";"";"0";"0";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"Tromba Marina";"4";"";"SD";"SD";"";"Si";"4";"10 minutos";"Lluvia fuerte, Granizo pequeño (&lt;0,5 cm.), Polvo o arena levantado por el viento, Tormenta";"Entre 0,5 y 1 km";"50 metros";"70 metros";"sureste a noroeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2186";"https://sinobas.aemet.es/index.php?pag=detal&rep=2186";"jprodriguezg";"";"2025-12-29";"12:00";"+/- 3 horas";"2026-01-12";"Tornado / Tromba Marina";"Alta";"39.890";"4.067";"0";"Illes Balears";"Son Bou";"V3Q8+WM Son Bou, España";"07730";"";"Tromba marina sin impacto conocido en tierra";"NO";"NO";"";"";"";"";"";"Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"SD";"Lluvia fuerte";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2187";"https://sinobas.aemet.es/index.php?pag=detal&rep=2187";"egarciat";"AEMET";"2025-11-13";"15:30";"+/- 15 minutos";"2026-01-20";"Tornado / Tromba Marina";"Alta";"37.525";"-7.363";"181";"Huelva";"El Granado";"GJFP+VR El Granado, España";"21594";"El 13 de noviembre de 2025, hacia las 15:30 h, un sistema convectivo lineal, asociado a la borrasca Claudia, entraba por el suroeste peninsular barriendo la provincia de Huelva, dejando a su paso chubascos fuertes, tormentas y rachas de viento muy fuertes.  En la zona de Huerto Ramírez, la, gran inestabilidad y elevada cizalladura vertical daban una situación favorable a la convección organizada desde primeras horas de la mañana, situación compatible con la posible formación de sistemas convectivos y supercélulas, acompañados de la posible ocurrencia de vientos lineales intensos de carácter local o pequeños tornados.";"El 13 de noviembre de 2025, a nivel sinóptico, en niveles medios y altos tenemos una profunda vaguada al suroeste de la Península, que engloba una masa de aire frío. En superficie se sitúa la borrasca Claudia al noroeste de la Península, con un centro secundario al oeste de la costa portuguesa, con un frente estacionario sobre Portugal y una línea de inestabilidad por delante. El gradiente de presión es elevado, lo que hace prever la ocurrencia de vientos muy fuertes. Esta situación determina la existencia de inestabilidad dinámica y térmica, y una gran cizalladura vertical, compatible con la formación de células convectivas organizadas. Hacia las 15:30 h, un sistema convectivo lineal, asociado a la borrasca Claudia, entraba por el suroeste peninsular barriendo la provincia de Huelva, dejando a su paso chubascos intensos, tormentas y rachas de viento muy fuertes. En las imágenes de satélite se observa a esa hora un frente muy bien definido, con grandes desarrollos sobre el Golfo de Cádiz. Por su parte, las imágenes del radar de Sevilla muestran hacia esa hora un sistema convectivo lineal en la frontera de Huelva con Portugal, con grandes reflectividades y topes muy altos. A la hora del suceso se observa en los registros de las estaciones de AEMET una caída de la temperatura, un pico de precipitación, un giro en la dirección del viento y un máximo de racha (con 110 Km/h medidos en Ayamonte, que pudieron superarse en otros puntos). En la zona de Huerto Ramírez se producen rachas muy fuertes de viento que arrancan árboles, rompen tejados y tendidos eléctricos, etc... Es probable que se produjeran vientos lineales intensos de carácter local o pequeños tornados (1,5 escala Fujita, con vientos de unos 180 Km/h) que produjesen todos los destrozos reportados.";"NO";"NO";"Tejado de una nave ganadera arrancado (chapas del tejado, y travesaños de hormigón), daños en el tendido eléctrico, desplazamiento de un remolque, otros destrozos en tejados.";"Árboles arrancados.";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos de los daños";"Tornado";"1";"";"EF2: 179-218 km/h";"SD";"";"No";"1";"SD";"Lluvia fuerte, Tormenta";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2188";"https://sinobas.aemet.es/index.php?pag=detal&rep=2188";"psolag";"";"2026-01-18";"14:00";"+/- 15 minutos";"2026-01-27";"Alud (Avalancha)";"Alta";"42.569";"0.543";"1954";"Huesca";"Cerler";"HG9V+F6 Cerler, España";"22449";"";"Una persona ha muerto al quedar sepultada bajo un alud que se ha registrado en la tarde de este domingo en el barranco de Puimestre, fuera de pistas, en la estación de Cerler, en el término municipal de Benasque";"NO";"NO";"";"";"";"";"1";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento";"";"";"";"";"";"";"";"";"";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Nieve suelta";"Polvo";"Seca";"4. Fuerte";"Natural";"";"";"SD";"SD";"0";"SD";"SD";"SD";"";"";""
"2189";"https://sinobas.aemet.es/index.php?pag=detal&rep=2189";"psolag";"";"2025-12-29";"13:10";"+/- 5 minutos";"2026-01-27";"Alud (Avalancha)";"Alta";"42.739";"-0.210";"2645";"Huesca";"Balneario de Panticosa";"PQQR+M4 Balneario de Panticosa, España";"22650";"";"Tragedia en el Pirineo oscense. Tres expertos montañeros que practicaban esquí han muerto este lunes en Panticosa por un alud en la cara oeste del pico Tablato, donde una gran avalancha de nieve ha segado la vida del conocido pediatra Jorge García-Dihinx, de su mujer, Natalia Ramón, y de un irundarra de nombre Eneko Arrastua. Han sido dos compañeros de expedición, dos vecinos de Ordizia (Guipúzcoa) y de Zaragoza, quienes han rescatado los cadáveres de dos de los fallecidos además de poner a salvo a una joven de 29 años que ha sido trasladada al hospital San Jorge de Huesca con hipotermia y varios golpes. En el operativo han participado una quincena de especialistas de la Guardia Civil, quienes apoyados por dos canes han hallado el cadáver de la tercera víctima bajo la nieve a unos 2.400 metros de altitud.";"NO";"NO";"";"";"";"1";"3";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"En bloque";"Denso";"Seca";"2. Limitado";"Natural";"";"";"SD";"SD";"0";"SD";"SD";"SD";"";"";""
"2190";"https://sinobas.aemet.es/index.php?pag=detal&rep=2190";"psolag";"";"2025-12-31";"19:40";"+/- 1 hora";"2026-01-27";"Alud (Avalancha)";"Alta";"42.668";"0.283";"2377";"Huesca";"Parzán";"M79M+34 Parzán, España";"22365";"";"Un montañero que quedó atrapado por un alud en el valle de Bielsa ha sido hallado muerto de madrugada por los servicios de rescate. El Grupo de Rescate Especial e Intervención en Montaña (Greim) ha localizado de madrugada el cadáver de un hombre al que se dio por desaparecido a última hora del día de Nochevieja en la zona de Urdiceto, en el Valle de Bielsa, después de quedar sepultado por un alud cuando realizaba una excursión con raquetas junto a otro varón. La víctima tenía 54 años y había nacido en Madrid, aunque era vecino de Zaragoza. Su compañero, de 46 años y residente en Madrid, ha resultado ileso. De hecho fue él quien dio la voz de alarma de lo ocurrido.";"NO";"NO";"";"";"";"";"1";"Informado por un testigo del evento, Información en los medios, Información en sitios webs, Fotos o videos del evento";"";"";"";"";"";"";"";"";"";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Nieve suelta";"Denso";"Seca";"3. Notable";"Natural";"";"";"SD";"SD";"0";"SD";"SD";"SD";"";"";""
"2191";"https://sinobas.aemet.es/index.php?pag=detal&rep=2191";"GDStudios";"";"2026-01-27";"18:15";"+/- 1 minuto";"2026-01-27";"Tuba";"Imposible de validar";"36.693";"-4.631";"250";"Málaga";"Cártama";"M9V9+9Q Cártama, España";"29570";"Se produjo sobre un terreno urbanizable";"Sucedió entre las 18:15 de la tarde en torno a Cártama, un embudo de carácter mesociclónico toma forma e intenta como generar un tornado que no llega a tocar tierra, debido al poco CAPE presente, pero la Cizalladura calculada con el sondeo del modelo de predicción ECMWF es de 22m/s de manera unidireccional, suficiente para haber formado el embudo, se ve mal porque se me ocurrió la brillante idea de irme a fotografiar otros fenómenos en Yunquera, a unos 30 km del fenómeno, solo supe los primeros 5 minutos de este";"NO";"NO";"Se desconoce";"Se desconoce";"";"";"";"Testigo del evento, Fotos o videos del evento";"";"1";"";"";"";"";"";"";"5 minutos";"Lluvia ligera o moderada";"";"";"";"";"20%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2192";"https://sinobas.aemet.es/index.php?pag=detal&rep=2192";"drequejo";"";"2026-02-02";"09:00";"+/- 1 hora";"2026-02-02";"Reventón / Frente de racha";"Baja";"40.295";"-4.757";"620";"Ávila";"Casavieja";"C. Lagunillas a, 134, 05450 Casavieja, Ávila, España";"05450";"";"en cuestion de 2 minutos un fuerte ruedo y vientos que nunca vi en esta zona";"NO";"NO";"Desplazamiento de objetos de gran tamaño tipo cubos de basura, camas elásticas, vallas destruidas o tiradas y alambradas arrancadas, muebles y barbacoas en fincas aledañas.";"Arboles y plantas dañados";"500";"0";"0";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Fotos o videos del evento, Fotos o videos de los daños";"";"";"Tornado";"EF0: 105-137 km/h";"T1: 87-115 km/h";"120";"";"";"2 minutos";"Lluvia ligera o moderada, Lluvia fuerte, Tormenta";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2193";"https://sinobas.aemet.es/index.php?pag=detal&rep=2193";"jprodriguezg";"";"2026-02-03";"16:25";"+/- 5 minutos";"2026-02-04";"Tornado / Tromba Marina";"Alta";"39.525";"2.705";"-3";"Illes Balears";"Can Pastilla";"GPF4+W5 Can Pastilla, España";"07610";"";"Chubasco en el mar con manga marina estrecha en sus proximidades";"NO";"NO";"";"";"";"";"";"Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"10 minutos";"Lluvia ligera o moderada";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2194";"https://sinobas.aemet.es/index.php?pag=detal&rep=2194";"macucri";"";"2026-02-02";"07:45";"+/- 15 minutos";"2026-02-05";"Reventón / Frente de racha";"Alta";"36.374";"-6.187";"8";"Cádiz";"Chiclana de la Frontera";"C. Sirena, 38B, 11139 Chiclana de la Frontera, Cádiz, España";"11139";"Playa de La Barrosa y su entorno próximo";"Sobre las 07:30-07:45 del lunes 2 de febrero de 2025, tras una noche de lluvias, se inició bruscamente un viento mucho mas fuerte del que había estado soplando hasta el momento acompañado de un ligero granizo inicial seguido de un fortísimo aguacero";"NO";"NO";"Tejas arrancadas, algún mobiliario de patios levantado del suelo y caído cerca";"Pinos caídos en entorno urbano de chalets y casas bajas";"";"";"";"Testigo del evento, Testigo de los daños, Fotos o videos de los daños";"";"";"Tornado";"SD";"SD";"100";"";"";"15 minutos";"Lluvia fuerte, Granizo pequeño (&lt;0,5 cm.)";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2195";"https://sinobas.aemet.es/index.php?pag=detal&rep=2195";"kevinbor";"";"2026-02-14";"09:55";"+/- 5 minutos";"2026-02-14";"Viento de Ladera";"Media";"39.220";"-3.607";"630";"Ciudad Real";"Villarrubia de los Ojos";"C. Emilio Nieto, 27, 13670 Villarrubia de los Ojos, Ciudad Real, España";"13670";"Rachas de viento sostenido por encima de los 80 km/hora. Se reportan roturas en tejados, caída de fachadas, desprendimientos, levantamiento de tejas, caída de árboles, etc...";"Tras el paso de la borrasca Oriana las isobaras se unen dando lugar a un pasillo de vientos de componente norte, con rachas de nivel de aviso naranja. La AEMET no mantiene aviso en la zona, pero las estaciones meteorológicas locales, incluida la del Ayuntamiento reportan rachas de viento superiores a los 80km/h, equivalente a un nivel de aviso naranja para la población. Este reporte es efectuado por el geógrafo y meteorólogo Kevin Bórnez.";"NO";"NO";"Se reportan a MeteoVillarrubia daños en viviendas por el levantamiento de tejados, caída de muros, mobiliario y árboles.";"";"";"";"";"Testigo del evento, Testigo de los daños, Informado por un testigo de los daños, Fotos o videos del evento, Fotos o videos de los daños, Informe por un meteorólogo profesional";"";"";"";"menor que EF0";"SD";"81";"";"";"60 minutos";"Sin Precipitación";"Mayor de 50 km";"SD";"SD";"norte a sur";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2196";"https://sinobas.aemet.es/index.php?pag=detal&rep=2196";"lbanonp";"AEMET";"2026-01-21";"22:00";"+/- 1 hora";"2026-02-16";"Reventón / Frente de racha";"Alta";"39.721";"-2.221";"832";"Cuenca";"Valverde de Júcar";"C. Leones, 44, 16100 Valverde de Júcar, Cuenca, España";"16100";"A últimas horas del 21 de enero de 2026, unas rachas de viento asociadas a una tormenta provocaron la caída de unas 50 estelas funerarias de mármol y de piedra, y de unos 6 o 7 cipreses de dos tipos.";"El fenómeno afectó principalmente al cementerio del pueblo, pero algunos testigos comentaron el ruido atronador que oyeron durante esos minutos.";"NO";"NO";"Caída de unas 50 estelas funerarias de mármol y de piedra por el viento. 
En una nave volaron alguna estructura metálica.";"Caída de 5 o 6 cipreses que, a su vez, rompieron varias tumbas. Tronchado de dos cipreses de unos 10 metros a la altura de unos 6 metros.
En otras zonas se encontraron pinos tumbados y olivos jóvenes tumbados.";"";"0";"0";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"EF0: 105-137 km/h";"SD";"140";"";"";"1 minuto";"Granizo pequeño (&lt;0,5 cm.), Tormenta";"Entre 1 y 2 km";"Menor de 0,5 km";"Menor de 0,5 km";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
